package,gltf,obj,vertices,faces
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_cup01a_sm_alchemy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_cup01a_sm_alchemy.obj,1294,2054
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_decoglass01_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_decoglass01_sm_jjy.obj,217,372
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_decopost01_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_decopost01_sm.obj,4300,4902
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_decopost02_sm_ksy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_decopost02_sm_ksy.obj,3679,4444
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_flag01_sm_rsh.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_flag01_sm_rsh.obj,1412,1646
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp01_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_lamp01_sm.obj,2637,3034
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp01a_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_lamp01a_sm.obj,2450,2970
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_lamp02_sm_jjy.obj,6531,5632
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02a_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_lamp02a_sm_jjy.obj,13763,13014
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02b_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_lamp02b_sm_jjy.obj,26329,21618
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp03_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_lamp03_sm_jjy.obj,13829,12223
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp04_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_lamp04_sm.obj,7007,5866
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_paper01_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_paper01_sm_jjy.obj,8,4
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_paper01a_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_paper01a_sm_jjy.obj,24,12
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_pillar01_sm.obj,4970,4500
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01a_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_pillar01a_sm.obj,792,764
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01b_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_pillar01b_sm.obj,4110,3652
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01c_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_pillar01c_sm.obj,1667,1057
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01d_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_pillar01d_sm.obj,1243,865
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pot01_sm_binstudio.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_pot01_sm_binstudio.obj,990,1408
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pot02_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_pot02_sm_heim.obj,1258,1872
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_scroll01_sm_jjy.obj,901,1016
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01a_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_scroll01a_sm_jjy.obj,3464,3904
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01b_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_scroll01b_sm_jjy.obj,953,1056
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01c_sm_jjy.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_scroll01c_sm_jjy.obj,1793,1988
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue02_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue02_sm_heim.obj,2745,4156
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue02a_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue02a_sm_heim.obj,2276,1772
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue03_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue03_sm_heim.obj,3326,5011
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue03a_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue03a_sm_heim.obj,1034,1200
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue04_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue04_sm_heim.obj,3490,5066
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue04a_sm.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue04a_sm.obj,2329,3360
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue04a_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue04a_sm_heim.obj,1301,1043
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue05_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue05_sm_heim.obj,2317,3278
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue05a_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue05a_sm_heim.obj,584,356
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue06_sm_heim.gltf,Models/BG_LIM_COMMON_A/bg_lim_common_statue06_sm_heim.obj,1439,1796
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_limlake_common_box01_sm.gltf,Models/BG_LIM_COMMON_A/bg_limlake_common_box01_sm.obj,2144,2020
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_limlake_common_box01a_sm.gltf,Models/BG_LIM_COMMON_A/bg_limlake_common_box01a_sm.obj,228,160
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_limlake_common_box01b_sm.gltf,Models/BG_LIM_COMMON_A/bg_limlake_common_box01b_sm.obj,2144,2056
BG_LIM_COMMON_A,BG_LIM_COMMON_A/StaticMesh3/bg_limlake_common_boxcube01_sm.gltf,Models/BG_LIM_COMMON_A/bg_limlake_common_boxcube01_sm.obj,1902,1848
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_barricade01_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_barricade01_sm_alchemy.obj,9251,8673
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_barricade01a_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_barricade01a_sm_alchemy.obj,951,919
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_barricade01b_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_barricade01b_sm_alchemy.obj,9783,8781
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_barricade01c_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_barricade01c_sm_alchemy.obj,768,700
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_book03_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_book03_sm_alchemy.obj,1583,1383
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_book03a_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_book03a_sm_alchemy.obj,1819,1747
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_book03b_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_book03b_sm_alchemy.obj,6172,6247
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01_sm_alchemy.obj,5339,7188
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01a_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01a_sm_alchemy.obj,2015,2212
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01b_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01b_sm_alchemy.obj,5592,6668
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01c_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01c_sm_alchemy.obj,2283,2224
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01d_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01d_sm_alchemy.obj,985,722
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01e_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01e_sm_alchemy.obj,704,506
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01f_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01f_sm_alchemy.obj,338,238
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_decopot01g_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_decopot01g_sm_alchemy.obj,317,212
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_furniture01_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_furniture01_sm.obj,1894,1784
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_furniture01a_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_furniture01a_sm.obj,1724,1500
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_furniture01b_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_furniture01b_sm.obj,427,403
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_sofa01_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_sofa01_sm_alchemy.obj,1739,1691
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_statue01_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_statue01_sm_alchemy.obj,15332,22457
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_statue01a_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_statue01a_sm_alchemy.obj,16496,23539
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_statue07_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_statue07_sm_alchemy.obj,1127,1554
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_statue08_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_statue08_sm_alchemy.obj,1284,1564
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_statue09_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_statue09_sm_alchemy.obj,1912,2485
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_table01_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_table01_sm_alchemy.obj,800,1050
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_tent01_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_tent01_sm_alchemy.obj,2814,2897
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_tent02_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_tent02_sm.obj,3095,3768
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_tent03_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_tent03_sm.obj,311,560
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_tent04_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_tent04_sm.obj,181,312
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_tent05_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_tent05_sm.obj,1109,1079
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_tent05a_sm.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_tent05a_sm.obj,4605,4404
BG_LIM_COMMON_B,BG_LIM_COMMON_B/StaticMesh3/bg_lim_common_woodladder01_sm_alchemy.gltf,Models/BG_LIM_COMMON_B/bg_lim_common_woodladder01_sm_alchemy.obj,688,376
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_altar01_sm_heim.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_altar01_sm_heim.obj,2424,2302
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_board01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_board01_sm.obj,7958,9739
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_book01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_book01_sm.obj,6305,4945
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_decoband01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_decoband01_sm.obj,468,736
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_decoflowere01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_decoflowere01_sm.obj,3287,2895
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_decoillusion01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_decoillusion01_sm.obj,705,1332
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_decoillusion02_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_decoillusion02_sm.obj,163,264
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_decokey01_sm_alchemy.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_decokey01_sm_alchemy.obj,1852,1818
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_decoship01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_decoship01_sm.obj,104,60
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fence01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fence01_sm.obj,1428,1583
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fence01a_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fence01a_sm.obj,394,440
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fence01b_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fence01b_sm.obj,2094,1996
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fence01c_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fence01c_sm.obj,1592,1504
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fence01d_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fence01d_sm.obj,532,512
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_foodapple01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_foodapple01_sm.obj,86,68
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_foodbanana01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_foodbanana01_sm.obj,68,60
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_foodbread01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_foodbread01_sm.obj,128,124
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fooddish01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fooddish01_sm.obj,482,720
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_foodgrape01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_foodgrape01_sm.obj,74,120
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_foodjam01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_foodjam01_sm.obj,1286,1136
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_foodtomato01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_foodtomato01_sm.obj,74,120
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fountain01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fountain01_sm.obj,5088,5846
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fountain01a_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fountain01a_sm.obj,3060,3982
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fountain01b_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fountain01b_sm.obj,1841,1562
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fountain01c_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fountain01c_sm.obj,973,1218
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_fountain01d_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_fountain01d_sm.obj,2008,2698
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_structurewindmill01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_structurewindmill01_sm.obj,1861,2200
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_structurewindmill01a_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_structurewindmill01a_sm.obj,15157,15033
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_structurewindmill01b_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_structurewindmill01b_sm.obj,3976,3504
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_structurewindmill01c_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_structurewindmill01c_sm.obj,891,956
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_structurewindmill01d_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_structurewindmill01d_sm.obj,4311,3862
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_structurewindmill02_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_structurewindmill02_sm.obj,545,782
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_structurewindmill03_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_structurewindmill03_sm.obj,1009,1324
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/bg_lim_etc_table01_sm.gltf,Models/BG_LIM_ETC_A/bg_lim_etc_table01_sm.obj,450,390
BG_LIM_ETC_A,BG_LIM_ETC_A/StaticMesh3/itr_bg_lim_etc_decoframe01_sm.gltf,Models/BG_LIM_ETC_A/itr_bg_lim_etc_decoframe01_sm.obj,160,88
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower01_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower01_sm_jjy.obj,652,558
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower01a_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower01a_sm_jjy.obj,867,743
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower02_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower02_sm_jjy.obj,1317,983
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower02a_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower02a_sm_jjy.obj,1261,981
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower03_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower03_sm_jjy.obj,364,315
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower03a_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower03a_sm_jjy.obj,489,413
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower04_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower04_sm_jjy.obj,451,392
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower04a_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower04a_sm_jjy.obj,477,411
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower05_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower05_sm_jjy.obj,905,986
BG_LIM_FOLIAGE_A,BG_LIM_FOLIAGE_A/StaticMesh3/bg_lim_foliage_flower05a_sm_jjy.gltf,Models/BG_LIM_FOLIAGE_A/bg_lim_foliage_flower05a_sm_jjy.obj,956,998
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01_sm.obj,2567,2410
