package,material,diffuse,normal,specular,emissive,source_gltf,source_metadata
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_chandelier01b_mi_rsh,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_da_rsh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_n_rsh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_chandelier01_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_chandelier01b_mi_rsh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_chandelier01_mi_rsh,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_da_rsh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_n_rsh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_chandelier01a_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_chandelier01_mi_rsh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_chandelier01b_mi_rsh,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_da_rsh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_n_rsh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_chandelier01a_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_chandelier01b_mi_rsh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_chandelier01b_mi_rsh,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_da_rsh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01_n_rsh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_chandelier01b_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_chandelier01b_mi_rsh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_chandelier01a_mi_rsh,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01a_d_rsh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01a_n_rsh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_chandelier01b_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_chandelier01a_mi_rsh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_chandelier01a_mi_rsh,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01a_d_rsh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_chandelier01a_n_rsh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_chandelier01c_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_chandelier01a_mi_rsh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_cup01_mi_alchemy,Textures/BG_LIM_COMMON_A/bg_lim_common_cup01_d_alchemy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_cup01_n_alchemy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_cup01_sm_alchemy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_cup01_mi_alchemy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_cup01_mi_alchemy,Textures/BG_LIM_COMMON_A/bg_lim_common_cup01_d_alchemy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_cup01_n_alchemy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_cup01a_sm_alchemy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_cup01_mi_alchemy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_decoglass01_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_decoglass01_d_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_decoglass01_n_jjy.png,,Textures/BG_LIM_COMMON_A/bg_lim_common_decoglass01_em_jjy.png,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_decoglass01_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_decoglass01_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_decopost01_mi_cjy,Textures/BG_LIM_COMMON_A/bg_lim_common_decopost01_d_cjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_decopost01_n_cjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_decopost01_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_decopost01_mi_cjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_decopost02_mi_ksy,Textures/BG_LIM_COMMON_A/bg_lim_common_decopost02_d_ksy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_decopost02_n_ksy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_decopost02_sm_ksy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_decopost02_mi_ksy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_flag01_mi_rsh,Textures/BG_LIM_COMMON_A/bg_lim_common_flag01_d_rsh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_flag01_n_rsh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_flag01_sm_rsh.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_flag01_mi_rsh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp01_mi_jjh,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_d_jjh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_n_jjh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp01_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp01_mi_jjh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp01a_mi_jjh,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_d_jjh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_n_jjh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp01_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp01a_mi_jjh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp01_mi_jjh,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_d_jjh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_n_jjh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp01a_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp01_mi_jjh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp01a_mi_jjh,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_d_jjh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_n_jjh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp01a_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp01a_mi_jjh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02a_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02a_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02a_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02a_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02a_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02a_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02b_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02a_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp02b_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02a_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp03_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp03_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp03_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp03_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp03_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp03a_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp03a_d_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp03a_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp03_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp03a_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp04_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp02a_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp02_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp04_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp02a_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_lamp01a_mi_jjh,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_d_jjh.png,Textures/BG_LIM_COMMON_A/bg_lim_common_lamp01_n_jjh.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_lamp04_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_lamp01a_mi_jjh.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_scroll01_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_paper01_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_scroll01_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_scroll01_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_paper01a_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_scroll01_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__itr_03381c_mi,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01_sm.gltf,
BG_LIM_COMMON_A,BG_LIM_COMMON_A__itr_03381d_mi,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01_sm.gltf,
BG_LIM_COMMON_A,BG_LIM_COMMON_A__itr_03381c_mi,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01a_sm.gltf,
BG_LIM_COMMON_A,BG_LIM_COMMON_A__itr_03381c_mi,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01b_sm.gltf,
BG_LIM_COMMON_A,BG_LIM_COMMON_A__itr_03381d_mi,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01b_sm.gltf,
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_crackrock01_mi_cwk,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01c_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_crackrock01_mi_cwk.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__itr_03381d_mi,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01c_sm.gltf,
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_crackrock01_mi_cwk,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01d_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_crackrock01_mi_cwk.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__itr_03381d_mi,,,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pillar01d_sm.gltf,
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_pot01_mi_binstudio,Textures/BG_LIM_COMMON_A/bg_lim_common_pot01_d_binstudio.png,Textures/BG_LIM_COMMON_A/bg_lim_common_pot01_n_binstudio.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pot01_sm_binstudio.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_pot01_mi_binstudio.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_pot02_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_pot02_d_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_pot02_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_pot02_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_pot02_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_scroll01_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_scroll01_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_scroll01_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01a_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_scroll01_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_scroll01_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01b_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_scroll01_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_scroll01_mi_jjy,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_da_jjy.png,Textures/BG_LIM_COMMON_A/bg_lim_common_scroll01_n_jjy.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_scroll01c_sm_jjy.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_scroll01_mi_jjy.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue02_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue02_da_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue02_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue02_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue02_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue02a_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue02a_d_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue02a_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue02a_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue02a_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue03_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue03_da_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue03_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue03_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue03_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue03a_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue03a_d_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue03a_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue03a_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue03a_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue04_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue04_da_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue04_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue04_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue04_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue04_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue04_da_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue04_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue04a_sm.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue04_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue04a_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue04a_d_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue04a_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue04a_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue04a_mi_heim.mat
BG_LIM_COMMON_A,BG_LIM_COMMON_A__bg_lim_common_statue05_mi_heim,Textures/BG_LIM_COMMON_A/bg_lim_common_statue05_da_heim.png,Textures/BG_LIM_COMMON_A/bg_lim_common_statue05_n_heim.png,,,BG_LIM_COMMON_A/StaticMesh3/bg_lim_common_statue05_sm_heim.gltf,BG_LIM_COMMON_A/MaterialInstanceConstant/bg_lim_common_statue05_mi_heim.mat
